name,population,total_area,city_gdp_per_population,percentage_urban_area_as_open_public_spaces,percentage_urban_area_as_open_public_spaces_and_streets,percentage_urban_area_as_streets,share_of_population_within_400m_of_open_space,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,city_mean_elevation,city_elevation_delta,region_100km_mean_elevation,region_100km_elevation_delta,region_50km_mean_elevation,region_50km_elevation_delta,region_20km_mean_elevation,region_20km_elevation_delta,region_100km_urban,region_100km_cultivated,region_50km_urban,region_50km_cultivated,region_20km_urban,region_20km_cultivated,mean_population_exposure_to_pm2_5_2019,city_average_pop_density,city_delta_pop_density,city_max_pop_density,region_100km_average_pop_density,region_50km_average_pop_density,region_20km_average_pop_density,city_includes_estuary,region_100km_includes_estuary,region_50km_includes_estuary,region_20km_includes_estuary,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,biome_name,realm,number_of_biomes,happiness_future_life,happiness_positive_effect,happiness_negative_effect,temperature_annual_average,temperature_monthly_min,temperature_monthly_max,rainfall_annual_average,rainfall_monthly_min,rainfall_monthly_max,merlin_pool_size,birdlife_pool_size,either_pool_size,both_pool_size,city_ndvi,city_ssm,city_susm,region_20km_ndvi,region_20km_ssm,region_20km_susm,region_50km_ndvi,region_50km_ssm,region_50km_susm,region_100km_ndvi,region_100km_ssm,region_100km_susm,city_percentage_protected,region_20km_percentage_protected,region_50km_percentage_protected,region_100km_percentage_protected,city_centre_latitude
Quezon City [Manila],21696971,203743.806905523,,1.56,22.24,20.68,28.75,0.0411841169758763,0.241053543621747,0.00774445551298172,0.0198662221378962,0.06418384771444,0.0276016992708709,0.000388139506032563,0.573074324163241,101.907918951235,610,0.0,1524,149.223469414636,762,199.14525036353,762,0.0235031823847659,0.157304832407346,0.044413200204725,0.180689276722268,0.0519662045198161,0.162801100463834,29.8,680.745252614487,45232.8203125,45232.8203125,29.4437484224493,38.6820975843822,47.168181322007,true,true,true,true,1540,1870,2270,2830,3530,5000,5960,6890,7970,9400,9960,10760,11100,11660,12790,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,7.333,0.843,0.268,27.0042589321266,21.2234762507075,33.5424756924399,2231.9455615671,13.5444290937659,451.791344339642,203,317,338,182,4468.27977334614,17.9461034590464,118.952180285332,5596.87941847629,19.6451859268446,117.230279605803,6079.21226451007,21.0400424853632,121.415053936123,6129.92084246248,21.1689454330113,123.174088897101,0.0110653958841476,0.196878855978159,0.151350704983057,0.0734312505196686,14.61
Quito,2247965,33624.9236638211,,2.25,14.32,12.07,45.08,0.00391584517282589,0.017720689029547,0.197495781633444,5.93521468777105e-05,0.0221545271548292,0.0,0.0124875753263117,0.74604752524241,3034.53196392188,1219,2242.95191990686,3840,3036.23574908555,2895,3296.12932967264,1372,0.00766023114510996,0.059843575913875,0.0109656187328529,0.0874404753944617,0.0284528996880158,0.113246375248379,18.4,417.038982485675,2336.58081054688,2336.58081054688,3.89505559229296,4.35682889107222,8.71134532480563,false,false,false,false,210,260,320,400,500,630,780,940,1090,1220,1360,1590,1700,1850,2040,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,7.503,0.862,0.304,13.9708359581501,6.58051968112025,21.291220983262,1200.93062673406,21.402431662809,175.231173371063,631,323,658,296,3602.9398869568,22.7401425209866,59.8723270281474,5794.80685295853,22.5431947650415,62.1213354876913,5418.21962773248,23.035285924394,60.9395299973946,4831.81760025892,22.3483236069596,69.1931909816772,0.0,0.0201179718552476,0.18953584395287,0.323684384444073,-0.22
Recife,3432273,47692.9848571956,,2.99,21.5,18.51,54.83,0.0862064984823446,0.0342008450538574,0.055447860604969,0.0346330818240375,0.113269443595515,0.0195675428075697,0.0177035267640477,0.590409202645035,0.0,30,0.0,610,0.0,290,4.31017040895949,91,0.00966955971554882,0.186471629880588,0.0114878734013786,0.289535819173449,0.0200656034405758,0.215006008944946,10.5,473.010680539465,3897.19580078125,3897.19580078125,11.977188133286,12.6827446886529,14.5852286472011,false,true,true,true,660,840,1070,1330,1640,1870,2120,2390,2690,2960,3230,3530,3650,3830,4070,Mangroves,Neotropic,2,,,,25.5374455179848,20.6853026251216,30.0890670821067,1753.02512237316,33.7257527379804,281.14545043071,247,360,396,211,4303.70142912984,13.5086742442345,49.9513984326827,5643.35928580192,13.2426616396743,52.1407375975919,5498.86832910348,11.4866545721446,50.8562439152453,5407.24901256864,10.0979069604464,46.4399395506042,0.0314921145253056,0.170306282093417,0.0684761191366082,0.0318579242680278,-8.08
Rio de Janeiro,9798000,136693.478552867,,,,,,0.097367081389584,0.0120286820239584,0.0927132927497355,0.0378606616291795,0.061952454959824,0.01110587512611,0.00405830307256304,0.624404827481453,66.2334584448654,305,281.442560032399,1372,248.009368077963,1219,128.470004064013,1219,0.0194198468882182,0.00819824380403152,0.0336366312281767,0.0104729502666963,0.0653724324997967,0.00861088123591339,13.8,470.424352159756,7463.62158203125,7463.62158203125,13.0484086319535,22.0541874202275,44.3530016988895,true,true,true,true,2950,3590,4370,5390,6640,7560,8580,9090,9600,10170,10800,11470,11750,12170,12780,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,2,,,,23.148289573709,15.3691872662862,30.8994032240533,1354.3030929394,44.8880396327316,181.601033184948,352,566,592,326,4413.91437960785,21.7162370448923,101.901615268386,6957.82393312068,21.3854599657343,107.178153970273,7025.31070051462,20.3894515493665,106.01152627584,7045.52506969775,19.0179873310338,101.197324062389,0.0978429854943154,0.413632248887179,0.207551194056282,0.155304627908447,-22.72
Rome,2342858,48092.3690738914,0.092257832,,,,,0.0267850518631623,0.171220733978482,0.0163924066665459,0.00220108445542079,0.0989296256060499,0.000408187513122084,0.0580447060883133,0.626018203828904,61.3766988681305,315,100.696346076756,1923,219.54889036874,1468,147.762190932997,836,0.0386361479333488,0.130677728596072,0.0697143567158872,0.153243465916536,0.149141578890483,0.273385361724248,15.5,304.019767873524,7794.62451171875,7794.62451171875,9.4839000028955,16.1010753637063,28.1279538825319,false,true,true,true,1880,2140,2460,2780,3140,3300,3390,3430,3450,3420,3380,3350,3340,3330,3330,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,,,,15.4904399610256,3.37770931319341,30.5532716877532,805.530609242817,18.9792477133325,115.213200375065,164,189,223,130,4531.6242052781,13.2884332693457,67.0856190877846,5943.58631663627,16.4197720467173,71.757938250634,6258.72564667125,17.2965586888778,75.7520727714902,6014.88955745158,17.5018309556852,77.9080533611485,0.192648230526688,0.336521222359219,0.285049552225134,0.258787973933449,41.87
Saint Petersburg,4445843,57271.5657480144,,3.24,25.0,21.76,40.94,0.0385568265667002,0.0206803586959063,0.0155232063439921,0.0457259149872723,0.0406367941424135,0.0285281648807551,0.0,0.736988957100355,12.1599861839457,40,33.8774475779194,160,46.4297849630523,160,32.8449868766234,108,0.0248378247680975,0.0566259728303369,0.0581155419359065,0.0851323371912455,0.130692327923852,0.140679954285163,8.2,504.560224097415,2332.60546875,2332.60546875,2.98731007372921,7.01723731509104,14.8468506022031,true,true,true,true,2900,3140,3400,3680,3980,4320,4640,4840,4990,4840,4730,4590,4550,4510,4480,Boreal Forests/Taiga,Palearctic,2,6.782,0.702,0.166,4.83973288620504,-10.2719416556698,22.178901857412,634.620319785812,28.8745091376185,78.6614361875504,164,204,224,144,2577.17609423626,19.7144845727136,35.2161492619655,4546.73734452541,19.9809615216651,33.3107211384781,4458.70572177559,20.3532431165563,33.8871939415612,4131.10303857283,20.1921441077308,35.6847985054469,0.0118305978524533,0.0438046413021106,0.086122707787019,0.113527907135575,59.91
Salvador,3030619,30731.7754059989,,1.85,19.0,17.15,44.82,0.0547463960383608,0.0364918315202593,0.0686067866985248,0.0166827888385783,0.101575368240527,0.050911427888168,0.0180391318195305,0.580519876236879,0.0,15,0.0,274,0.0,122,0.0,60,0.00899952409815145,0.0708280455835754,0.0132202024344433,0.0225530677577636,0.0297560858772517,0.015691476792729,9.9,682.717779109401,4371.4384765625,4371.4384765625,9.14135326864667,13.6659462396825,40.0600225422859,true,true,true,true,400,520,670,850,1070,1340,1680,1980,2330,2640,2970,3330,3480,3700,3950,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,,,,24.9751938804006,20.1836606092354,30.186729323763,1639.96242060042,68.1108519902949,260.45860978877,167,360,384,143,3961.76243577706,25.3999996185303,,5238.12315766531,23.0380117184454,78.1819920081466,5957.6751304093,17.6160245385368,70.6157170936923,6057.44149972183,13.0973279288016,60.9295122230791,0.16467454644624,0.268095502150234,0.124349857328041,0.0633227097321419,-12.99
San Jose,4609130,173009.010270793,,,,,,0.0192063011208724,0.00212072582474013,0.0489685171302346,0.00553924190349959,0.0669252821789748,0.0164989800691472,0.0241795794440595,0.734036163923264,110.617649942869,805,0.0,1053,140.409014309866,855,210.634392860223,855,0.0454048541639448,0.196205112194679,0.0559200689297396,0.0972188850425022,0.0814535260461485,0.0258305870699319,9.1,178.739085952243,4798.85546875,4798.85546875,10.0884887793313,11.326214396639,14.7897460588564,true,true,true,true,180,340,610,790,1010,1100,1200,1290,1380,1460,1540,1630,1670,1720,1800,"Mediterranean Forests, Woodlands & Scrub",Nearctic,2,,,,14.6244771996848,4.87500900912728,25.2813702758914,493.740338559163,1.0384946952838,104.629589671766,346,254,361,239,3195.19587456337,12.4703114821957,33.862936029724,5538.20338629274,12.9269538333921,34.7590653433772,5234.83269968641,12.4940005916336,35.2193756336411,5020.44083724209,10.8876530243941,34.507062709473,0.0249719057933464,0.201953675618951,0.132012592190552,0.0977530586448492,37.3
Santiago,6332093,71938.9361644936,0.025447194,2.22,17.32,15.1,43.47,0.000379870963445318,0.0820363868629504,0.0202096347369841,0.000289472344890595,0.00573703915955393,3.17473591324457e-05,0.0948395405600893,0.793583817095858,1039.09199488304,1889,2039.07307639659,5181,1947.65453846655,4725,1537.25830245225,2987,0.0138958186793937,0.128906456302975,0.0156462504537433,0.165495613858398,0.0409172769418201,0.273584646845081,52.8,548.508249069223,3753.75463867188,3753.75463867188,5.14729494777044,4.75449330688222,12.1492494603878,false,true,false,false,1320,1620,1980,2290,2650,3140,3720,4200,4620,4960,5280,5600,5720,5880,6080,"Mediterranean Forests, Woodlands & Scrub",Neotropic,2,7.712,0.853,0.299,14.5535661663178,2.58502070457105,29.6749374629992,381.004825387965,1.09747229246896,91.8005811335036,169,124,186,107,2457.27124122242,6.18588153572243,38.1840007620547,3854.74663226022,8.27013673240758,44.3085680566624,3371.06615794415,10.2396657931278,52.5025494544625,2984.06020229075,11.9712355360479,53.778888538032,0.0,0.134102531494273,0.103993261490926,0.150434354189274,-33.43
Santo Domingo,3848434,51684.4091349925,,,,,,0.030252146731161,0.0138469241280074,0.11672332973329,0.0126574184970066,0.167031607729655,0.0177083063091735,0.0157555532903493,0.582129715558419,1.17461110739377,80,0.0,1750,0.0,1070,0.0,450,0.00882080567437571,0.0333407797899006,0.0102119636105338,0.0332976385456731,0.0139658239403422,0.0475743498183424,19.8,495.000823524549,1288.48693847656,1288.48693847656,10.0231762852077,11.231782783739,15.2658624018512,false,true,false,false,220,310,450,610,830,1020,1240,1400,1520,1670,1850,2060,2150,2300,2520,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,7.729,0.754,0.295,25.8262605855479,18.906463387541,32.0227458600728,1607.78075040632,53.2653496954704,219.422052956051,130,184,197,117,4413.46287054738,17.4664746480584,88.726869344437,7001.02423458773,19.9435880079164,96.01813544826,7061.27857437371,19.5586001975039,105.20262721439,6968.22541635831,19.342237167371,107.22681933952,0.0303228697797391,0.0527864725132408,0.09182290184416,0.128445014394172,18.48
Seattle,2699627,190373.44940528,0.129883869,,,,,0.220381852563371,0.00398201742308069,0.0169345418029032,0.00136326659105827,0.082232632196699,0.0243085883740542,0.00355858140075755,0.557096409914216,71.3510348721383,295,604.25101252909,2704,398.18414683118,2704,165.134492570587,1164,0.0159519683030028,0.012010727377655,0.0296200390079493,0.0151935448045644,0.0648355041399065,0.021723066548262,6.2,91.8925122919463,1820.12194824219,1820.12194824219,2.91546972301607,5.64983391639917,13.4707098709775,true,true,true,true,800,930,1090,1300,1560,1660,1780,1980,2210,2450,2730,2990,3070,3170,3300,Temperate Conifer Forests,Nearctic,1,,,,10.5264272368935,0.852869028315141,23.8433232818362,1028.86125752426,24.2661667997517,154.574255007162,286,217,302,201,4967.23013974928,16.2765179905712,24.1083566799193,6520.7926847248,17.3028970717385,25.4353305788924,6610.61197448986,17.7051974642164,30.0156095705286,6242.50303548052,17.9205042078822,32.0870783545756,0.00688724726953168,0.048565585027084,0.183823337641055,0.38018908827403,47.58
Seoul,21613973,248741.306167512,0.04652259,3.03,15.73,12.7,48.75,0.122596659509492,0.101461969879628,0.0250597521065317,0.00389292256063585,0.0954156729448487,0.0167712006537362,0.0131410149714149,0.545046430487821,84.2886433410633,377,187.888083755737,1101,122.415459420786,642,107.250022497148,599,0.0469617075253915,0.19345044961875,0.0795410823885236,0.215698549467082,0.129333895739762,0.215225896383919,27.9,561.368975541632,2743.0869140625,2743.0869140625,17.4410137928433,23.9056447437084,36.6428415876892,true,true,true,true,1020,1550,2360,3450,5310,6810,8260,9550,10540,10260,9920,9820,9800,9760,9740,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.611,0.682,0.25,11.5716574361719,-8.47610524845646,29.5607891522932,1322.64461734646,21.2694116221261,369.64386409213,249,224,299,174,3533.69773145549,18.3549906928214,60.5250917507757,4679.07318588611,19.0237032330303,65.5706196068635,4901.26349056625,18.8458746905731,69.3617110453531,5133.89875391504,18.8510459298046,74.0649704531501,0.0469572190480262,0.242235993543076,0.137756044048853,0.13155091684625,37.54
Singapore,6929445,89599.4168318347,,7.46,26.87,19.42,70.26,0.0821853584835579,0.0383055278560664,0.0118529425061008,0.00418526527596516,0.0920860470153757,0.0268759468032501,0.000970868787273217,0.578144006428879,20.7778471051705,45,15.712539115963,274,12.3528007669828,182,8.87336507853213,91,0.0165542124807613,0.0220013898770925,0.0307713399777865,0.029110041020698,0.0558548338972982,0.0258245262349905,18.6,538.306599189395,5772.71875,5772.71875,12.0921635617863,18.2915355062226,27.4178795622516,true,true,true,true,1020,1310,1630,1880,2080,2260,2420,2710,3020,3480,4020,4330,4440,4590,4810,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,7.144,0.811,0.144,26.9323931838648,22.1707630374264,31.5816739839569,2510.91371516324,158.117528132615,320.121161424108,341,412,489,264,3520.39893196586,24.7208410148958,139.663792581718,5497.95387124371,24.5555673564098,142.832204104758,5668.02772567184,24.5788911500488,155.92801866694,5850.41117733961,24.212970986845,150.636580821931,0.00545793118160832,0.011082045511393,0.024219304740773,0.029645612811545,1.26
Surat,5474727,22849.0284330714,,,,,,0.00148065302381506,0.335739003676099,0.0082084306849669,0.0040835948855907,0.00616008233889876,0.026034331795211,0.000682485013692131,0.550145303501115,19.4848919837618,30,89.7945216023763,914,29.3946150305748,214,18.5271004148242,91,0.0226206630982458,0.484460955046155,0.031730251666648,0.445276530658392,0.054038671134362,0.513593220522988,88.5,1526.19066656535,15420.671875,15420.671875,26.6839062830995,30.6899680416773,21.2123299245547,true,true,true,true,230,270,310,380,480,640,880,1140,1470,1980,2700,3560,3840,4170,4640,Mangroves,Indomalayan,2,,,,27.1774566048111,14.1869229444648,37.0778118180018,1145.48231999338,0.0,428.001743396413,224,328,355,197,2724.77967996302,13.9835636381649,65.9052810692857,4038.06592836879,12.7783353383656,73.6073186346097,4282.13542949772,12.2683041638451,79.7149423397912,4155.56578255979,11.7533369456541,78.7364379156361,0.0,0.0,0.0,0.0,21.16
Sydney,3750253,135896.262830374,,2.28,13.5,11.22,33.38,0.0685105530598649,0.000966989953909791,0.0289194343055147,0.00171684905618484,0.0488304902954842,0.0464432822558475,8.34721457441538e-05,0.744532951796315,54.6380724333989,185,0.0,1303,23.7010279315015,839,21.1937243058344,219,0.022512336012235,0.00144209923834452,0.0417781016189977,0.000844402807273008,0.0884415505434066,0.00192577159619458,6.9,186.521777946382,3365.49951171875,3365.49951171875,4.66149351786469,8.2197035891203,15.5021270240841,true,true,true,true,1690,1910,2140,2390,2670,2960,3230,3430,3630,3840,4080,4260,4330,4430,4580,Temperate Broadleaf & Mixed Forests,Australasia,1,7.624,0.764,0.218,17.3152771639481,5.74630200644843,27.0417785963043,1083.25030405532,49.8948090201479,132.002162360461,290,325,341,274,4479.48398865042,15.247996759627,83.2165789561767,6218.85771213283,15.1932805910588,62.1817950700167,6852.02922721605,14.4528877791538,63.0162591200323,6861.63636804256,13.3580496204998,63.8865264160191,0.0277106121170633,0.185230989446516,0.317205059644267,0.282922398892763,-33.88
São Paulo,19114164,200050.696015029,,1.68,18.8,17.12,53.76,0.0654479263639887,0.00705960942986129,0.0580767045836377,0.011161127919392,0.0879997714130757,0.0151031843545329,0.000676329426356907,0.753987216811905,789.28531594833,427,540.089617805003,1524,629.806757983779,1067,735.702905793647,1006,0.0426362042076554,0.0565336343007033,0.0625026116002198,0.0180611393682939,0.0594953411984965,0.00977614279931879,13.9,594.961102735554,6563.03662109375,6563.03662109375,18.7026599397863,25.9545103008212,23.3318931039918,false,true,true,true,2330,3040,3970,5490,7620,9610,12090,13400,14780,15950,17100,18330,18840,19580,20540,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,8.032,0.798,0.33,18.0645166870666,9.34757957262189,25.7168114622585,1476.39886746853,39.9485105690405,236.301436534352,470,584,632,422,3521.64209982745,16.8184926268538,115.592948530176,7244.04378204146,17.6321613804874,113.800827522417,7025.05273236331,18.3166748236219,109.18543683142,6931.18362702635,17.8885909246864,103.594825974177,0.0178595317880697,0.393162953703063,0.424437581589553,0.363025889940347,-23.58
Taichung,2224002,32926.653141943,,,,,,0.0252611260579702,0.309180512319999,0.0319883995405234,0.000703714524727134,0.162568440317393,5.04419406339899e-05,0.00497278410038381,0.46527458119837,624.5133466116,923,643.653983341399,3048,986.311797651237,2972,801.001771943625,2591,0.0520778994982235,0.0701643986303998,0.0730689324085363,0.113116251652082,0.114799365093736,0.2098959018869,23.5,421.980121676083,2089.384765625,2089.384765625,22.6425265220661,25.1636803920283,48.26449506353,false,true,true,false,190,240,290,360,440,540,590,660,750,840,930,1030,1080,1150,1280,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,22.0028336371832,11.7174021743855,31.1048415511948,1757.46351778582,14.9890447063272,348.285100416839,314,270,372,212,3306.14754926355,17.8382219776744,98.3936220688885,5841.44509280891,18.1044263316482,96.0342219888973,6574.60505059631,19.3451626727135,108.448948813011,6759.85071155797,21.3621936299815,117.742209898729,0.0,0.0196395133424619,0.074066526083898,0.144191933850144,24.14
Tehran,12493252,137890.899199393,,4.57,20.07,15.5,61.14,0.00046110986762765,0.19029872673116,0.081019992469231,4.77223167519179e-06,0.0103847504178978,0.000897179554936057,0.00642793406160706,0.638393913851299,1366.89754381959,1394,1590.80422707638,4300,1806.99606087228,3495,1654.16458518191,2225,0.0220580406414269,0.191863884442178,0.0302436065742112,0.209514272782929,0.0624564257865365,0.26734272069159,35.3,564.904806403693,1644.17858886719,1644.17858886719,7.24573065054759,10.3448003337581,17.9292584751659,false,false,false,false,1040,1400,1870,2510,3290,4270,5080,5840,6360,6690,7130,7650,7870,8220,8830,Deserts & Xeric Shrublands,Palearctic,3,5.565,0.651,0.479,15.473743929817,-3.45171132239188,35.782503982103,228.000356702193,1.50247838537278,38.8156544071304,204,211,269,146,1848.84181637285,8.32340083732919,30.3187113075062,1727.85468083239,9.04744960080831,31.2659329536939,1538.15785684578,9.77688115391322,32.6749907796786,1980.62094272034,10.9313793661301,38.4270283667967,0.0161194218148752,0.295187344112118,0.225041277774235,0.199224774916137,35.77
Tel Aviv,2410968,48989.8930905133,,4.3,16.91,12.61,75.85,0.00249543216319237,0.226414251260794,0.048872957178602,0.000272056884266669,0.0145933882433569,0.00236545516556465,0.029503631268221,0.650398414487123,49.6026533074007,264,0.0,995,0.0,931,151.680310510333,759,0.0581145492168205,0.165993301233806,0.0843258736569478,0.19218888637441,0.122430897034052,0.229693286334237,21,310.334432780036,1141.76159667969,1141.76159667969,39.1057049416884,48.7744547566295,52.1899360102495,false,true,true,true,420,560,740,880,1030,1210,1420,1680,2030,2440,2750,3010,3110,3260,3450,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,8.106,0.683,0.246,19.9195123032087,8.21992096875457,31.6316096453627,558.467179383743,0.0,145.252029600295,300,252,331,221,3159.17523814284,8.57896643461394,32.779603541868,3583.39602112641,7.3788267776494,35.4675656827721,3255.00985880653,6.18364107760277,31.866275452149,2607.24789701552,6.56369280152436,32.4116937100195,0.0131221944243285,0.0353092621952877,0.050843961828401,0.0568735010200781,32.04
Tianjin,6657409,72238.7866914043,,,,,,0.0,0.142928950288566,0.0207609073842056,0.0187192319604925,0.0171038604776997,0.00731204004316567,0.0505075142385744,0.742667495607296,0.0,0,13.2454342008991,335,2.86386229003372,30,0.0400783429632005,15,0.183533559310802,0.545365335910812,0.169145817418078,0.5690676214037,0.228905208713675,0.533479384147917,70.4,576.316811184962,13783.076171875,13783.076171875,57.6526599967314,44.6929210300468,50.5995876449435,false,true,true,false,2370,2930,3620,4330,4590,4870,5160,5470,5800,6250,6720,7040,7180,7470,8110,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,12.4075300672846,-8.50668057202372,30.4803799535104,540.983871318143,3.98993681826733,184.01621911136,238,236,330,144,2561.76544060112,6.86334632618596,25.9532008596859,3022.74707150733,7.23494048328258,27.7752031682175,3247.31236312638,8.35763208685624,30.2031425819982,3448.31134999142,7.87806246678421,28.9313554080537,0.0,0.0,0.0,0.0,39.12
Tijuana,4440831,178102.367051547,,,,,,0.000971795843096232,0.000390940045888833,0.0517431445393999,0.00110163857839442,0.0648068689770285,0.0156616806890822,0.151221949066523,0.663857668779731,185.82311142858,578,38.4762018432392,2585,192.760081864361,1636,194.763221641674,1298,0.0620572252524546,0.00274869625779903,0.0328856782684243,0.0004742551821316,0.0412983992326005,0.000386527734559777,20.4,162.726885564207,5210.892578125,5210.892578125,17.7595328955527,8.41769078272828,9.73982140839097,true,true,true,true,60,100,150,210,290,360,440,580,760,1020,1290,1470,1550,1670,1800,"Mediterranean Forests, Woodlands & Scrub",Nearctic,1,,,,17.0496537073031,6.75058185128293,27.6249962937433,284.633668124099,1.06476398588521,56.8072433669246,374,269,390,253,2943.6235607375,14.4685276095535,21.8878320512478,4035.55692276784,10.3845418291497,18.2145351997049,4070.43173474552,9.30788722141346,18.7059480192908,3198.25346918366,8.52127642813834,18.540414174383,0.0393515264059996,0.0661449895382499,0.0732955644763703,0.120687561288881,32.52
Tokyo,33204391,543682.483170924,,3.49,23.15,19.66,74.82,0.0407013533578742,0.0517440953307468,0.00728416070082183,0.00160836858692715,0.0754253861570643,0.0103504091074679,0.000206159210267321,0.742295919740261,28.8264202919964,215,49.8891979462288,2390,112.961871428958,2135,58.7810707445914,1070,0.0994735003254171,0.0456269066749952,0.184054318076738,0.0806786818957347,0.230697358414195,0.111514709523318,14.8,381.079102370775,1418.9443359375,1418.9443359375,19.673186543624,27.4271454805165,32.3160628282612,true,true,true,true,11280,13710,16680,20280,23300,26620,28550,30300,32530,33590,34450,35330,35680,36090,36370,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.271,0.759,0.219,14.9814929449148,-0.613303555484365,30.4155747353228,1464.67131075354,46.7699959185486,197.596308121482,223,225,293,155,3434.57190437947,20.7217126547264,53.1715953248302,5672.82949096464,21.4098381132981,49.9056795977127,5791.84752249024,21.7490153757239,46.0475718951706,5955.4201335525,22.1560322005248,48.8801325788044,0.115396332690304,0.258552033259122,0.244988453388598,0.225978824441975,35.68
Toronto,6038065,202346.631659665,,,,,,0.06575405310094,0.0254475056630256,0.0436007213557361,0.00144775080670858,0.100148503459364,0.0574934823729183,0.00145172922871942,0.704656254012588,131.769979056448,253,220.167208504088,519,194.799458133563,496,164.725492159796,423,0.0387742125062747,0.280773543271413,0.0535591315590793,0.292350634153594,0.0590269669356973,0.279650670884146,7.1,186.14775484624,5213.90966796875,5213.90966796875,5.15325155196229,7.63613706672664,9.02007210128479,false,false,false,false,1070,1360,1740,2090,2540,2770,3010,3360,3810,4200,4610,5040,5210,5450,5690,Temperate Broadleaf & Mixed Forests,Nearctic,1,8.024,0.825,0.273,7.80906552274813,-9.63173990575585,26.7324911921024,797.894477792618,51.4139871918922,82.7083410845976,299,239,309,229,3371.77173132036,20.7879717934527,74.318483129769,3701.19075140699,20.0924143972924,66.2210436394313,3837.45649014528,20.0148580392141,67.6909149742392,3650.16272841608,20.2513499803845,67.9313770009902,0.00410030226911141,0.00925710618950254,0.00538361614310771,0.0141063494429454,43.72
Vadodara,2112114,23048.4512469047,,,,,,0.000148201918430245,0.371076826421554,0.00191848836367937,0.00167395519826947,0.0266873878133272,0.000222302877645368,0.00455125185579315,0.593647484592086,39.8444376480108,46,122.829827152072,671,68.3816549442517,335,47.3449729459608,122,0.0305536924741477,0.783806302265529,0.0341334121397819,0.886469259336059,0.0413886506528385,0.896296965301449,88.5,570.611627532058,3130.73583984375,3130.73583984375,35.941083239455,32.4809488775708,35.3472420376729,false,true,true,false,210,250,300,370,450,570,720,890,1100,1270,1460,1680,1760,1880,2080,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,1,,,,27.2337234395633,12.2101616892624,40.4078841951845,942.876817156634,0.0548333605854798,338.632294249043,249,354,382,221,3298.27041587335,9.0418675289767,53.105076543261,4681.89872220945,8.83839630947409,53.7926857699726,4624.43920187542,8.86318593936788,59.1442273335325,4202.22229859224,9.09931559558142,60.650060229227,0.0,0.0,0.0,0.0,22.3
Vancouver,2019425,71141.0403594215,,,,,,0.178655220083334,0.00838937314162832,0.0211464284847933,0.00349285075732157,0.0710533923073109,0.0507538541498095,0.00129108605174282,0.610788053513878,52.0693111165156,621,527.875458953144,2069,294.806261022073,1853,157.199264006635,1136,0.0145925192451599,0.0155049031967751,0.024720172649867,0.0283514146244394,0.0465375434918885,0.0207538462279324,7.4,187.410970195857,3199.84228515625,3199.84228515625,3.56042276089165,6.86288609368846,14.0197319702984,true,true,true,true,560,590,620,840,1040,1150,1250,1360,1560,1790,1960,2090,2150,2220,2310,Temperate Conifer Forests,Nearctic,1,,,,9.75100522221844,-0.429260710978363,22.6816594647324,1338.23200340606,37.3260993091799,204.93707051569,294,209,307,196,4349.09807208035,21.8751233459839,43.2155126822809,5703.54422943294,21.8329560559829,27.6377613651352,5478.04211703122,21.2081800875341,25.7154007216113,5329.75511525982,20.6121236406782,26.534137223616,0.00300750258450167,0.225518619537783,0.246047407406318,0.256639300815184,49.27
Varanasi,4191050,48192.9688158123,,,,,,0.0,0.632556884629835,0.0133248287918993,0.00291515060604813,0.0247780832391948,0.0137630206432035,0.00192307947586891,0.302999311052496,80.4850023194611,61,150.25514207847,427,126.217477884917,275,101.421735851362,183,0.0195864305527494,0.817539095497556,0.0211406770667036,0.862649601988338,0.02617534024115,0.889199831192081,138.3,541.638551910348,5344.029296875,5344.029296875,50.7618356453054,57.7237439983295,52.9142111222828,false,false,false,false,350,410,480,540,600,680,780,890,1010,1110,1200,1300,1350,1430,1600,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.0897283125267,9.6558892562106,41.6956200684759,984.26258343199,3.05735215770042,298.792096464517,201,305,328,178,3834.61520553453,9.17545884236962,38.5375354869298,4325.61401760997,9.68794485163332,40.7798861101127,4356.91500523749,9.80981328328578,42.7771343754279,4402.30177774796,9.85277172615163,45.3637227898724,0.0,0.0,0.0,0.0,25.28
